A,C
2.62463083285,18.82e44
2.51065024417,2.36e44
0.114183105571,4.36e44
0.129539295655,1.88e44
0.115154754129,7.66e44
0.117424606437,1.98e44
0.978607654578,4.91e44
0.847419791925,6.85e44
3.51067382306,1.26e44
12.0917794476,2.14e44
4.25943293439,11.65e44
1.2659503864,2.19e44
0.23082063085,1.58e44
1.08637192389,9.96e44
4.21856397584,44.42e44
1.48022007361,4.89e44
3.0233556767,4.04e44
0.31287661021,2.86e44
0.186868802344,2.73e44
0.273018835877,3.72e44
0.247042607266,6.02e44
0.0966774574473,5.87e44
1.37807846987,4.59e44
0.775541129989,12.33e44
0.665576708251,1.16e44
4.32758673095,1.88e44
0.69547297396,3.83e44
2.57614409083,1.20e44
3.81836309958,12.25e44
1.47863373118,5.88e44
3.11313587594,4.20e44
0.416703316617,7.70e44
0.0866682748398,2.26e44
0.284866450036,1.64e44
0.510672546751,3.97e44
0.560143439523,3.83e44
0.720619204354,
0.803198972342,
0.959552711287,
0.121836923783,
0.379385513725,
0.280059730029,
0.090493529548,
0.702631217978,
0.351632247605,
0.10517929661,
1.20303712048,
58.8009429603,
0.231784276651,
0.174375244967,
0.0843090024455,
28.7800396196,
1.88695030011,
0.297828530838,
2.03666399792,
2.73013238889,
0.80772454528,
0.33913061733,
1.96583081582,
1.98167066521,
0.489230032873,
1.78347383255,
0.164495914197,
1.37004518079,
0.618152847313,
0.286408568185,
1.05543194473,
3.3798447496,
6.52397200177,
0.304581493398,
0.364720378386,
3.4354517004,
0.363129664647,
2.03249063337,
0.47069691593,
0.159460433558,
0.23398297777,
1.34163861603,
4.6360638814,
0.450389807634,
0.772784978711,
1.25047624899,
2.43634308633,
1.82410104458,
