A,B
1.13345738875,18.82e44
1.16052318765,2.36e44
1.06708345162,4.36e44
1.1672572262,1.88e44
1.14795918031,7.66e44
1.2940090706,1.98e44
1.62376648863,4.91e44
1.2778306553,6.85e44
1.1119743243,1.26e44
1.06381018063,2.14e44
1.13806407125,11.65e44
1.37160966651,2.19e44
0.981415400281,1.58e44
1.0246171503,9.96e44
0.968373406051,44.42e44
1.32811840799,4.89e44
1.229618093,4.04e44
1.28735907722,2.86e44
0.997682223615,2.73e44
1.29720771874,3.72e44
1.00573558227,6.02e44
1.12690159146,5.87e44
1.09473861417,4.59e44
1.44165846899,12.33e44
0.985915794672,1.16e44
1.12989940845,1.88e44
1.11131138065,3.83e44
1.16185783528,1.20e44
1.21852846141,12.25e44
1.12679912579,5.88e44
1.0546270742,4.20e44
1.10785408625,7.70e44
0.97472877882,2.26e44
1.10719646621,1.64e44
1.14793650707,3.97e44
0.909839281267,3.83e44
1.15996223133,
1.18865065267,
1.40206807511,
1.22065532472,
1.10241688045,
1.10173060477,
1.32393935684,
1.33943900266,
1.05160780638,
1.36265985496,
0.974800617833,
1.15093350474,
1.23736992651,
1.30710215186,
1.34345273727,
1.29645115531,
1.05885898211,
1.13677048425,
0.908401418727,
1.15062890458,
1.13582456621,
1.33723138949,
1.04333698531,
1.29848306969,
1.50178519214,
1.26421674412,
1.12139701725,
1.25409781583,
1.3858887941,
0.975498953288,
1.19949226184,
1.22875135867,
1.31004723633,
1.27687774018,
1.1579840566,
1.25584937721,
1.69277692418,
1.39348133971,
1.17312881676,
1.2867679508,
1.1149761799,
1.2390876376,
1.23997634255,
1.50939034106,
1.31635831744,
1.28875587569,
0.968653530765,
1.07768391547,
